"vereda_id","mun_id","anio","post","puntaje","puntaje_c","tratada","luminosidad","vel_descarga","vel_subida","latencia_ms","personas_conectadas","n_establecimientos","gasto_sustitutos","poblacion","hogares","ipm","dist_cabecera_km"
9230,169,2024,0,60.811,-1.894,0,1.407,8.8,1.8,96.6,58,0,63200,189,50,0.51,27.3
9230,169,2026,1,60.811,-1.894,0,1.688,9,4.3,97.4,59,5,66600,189,50,0.51,27.3
9231,169,2024,0,33.41,-29.295,0,1.921,17.6,5.5,85.8,157,8,57100,533,147,0.397,18.3
9231,169,2026,1,33.41,-29.295,0,2.49,19.8,6.2,84.8,158,8,66200,533,147,0.397,18.3
9232,169,2024,0,80.985,18.28,1,0.987,1.7,1.9,112.1,21,1,65900,171,47,0.682,29.8
9232,169,2026,1,80.985,18.28,1,1.654,14.3,4,96.2,53,3,59100,171,47,0.682,29.8
9233,169,2024,0,65.361,2.656,1,1.756,7.1,3.8,105.7,74,3,66800,367,107,0.566,26.4
9233,169,2026,1,65.361,2.656,1,2.222,11.1,7.6,85.3,107,6,48200,367,107,0.566,26.4
9234,169,2024,0,61.493,-1.212,0,2.94,11.3,3.5,102,75,5,75800,316,83,0.491,28.6
9234,169,2026,1,61.493,-1.212,0,2.85,13.8,2.9,95.8,66,4,61200,316,83,0.491,28.6
9235,169,2024,0,70.274,7.569,1,2.344,6,2.1,100.8,71,6,68000,423,136,0.668,29.7
9235,169,2026,1,70.274,7.569,1,2.471,16,6.4,89.1,78,8,59900,423,136,0.668,29.7
9236,169,2024,0,74.645,11.94,1,1.345,8.2,2,127.4,67,7,66600,453,120,0.594,28.4
9236,169,2026,1,74.645,11.94,1,2.255,17.4,5.9,104.8,111,6,55200,453,120,0.594,28.4
9237,169,2024,0,44.315,-18.39,0,4.705,15.6,5.8,86.3,80,7,45200,337,80,0.389,20.6
9237,169,2026,1,44.315,-18.39,0,4.791,16.8,6.7,66.8,110,8,49500,337,80,0.389,20.6
9238,169,2024,0,49.878,-12.827,0,3.215,10.8,5.3,69.9,147,7,52300,514,135,0.451,21
9238,169,2026,1,49.878,-12.827,0,6.112,10.7,5.1,61.1,196,11,52100,514,135,0.451,21
9239,169,2024,0,57.833,-4.872,0,3.18,10.4,5.6,90.8,54,3,80500,292,82,0.501,35.2
9239,169,2026,1,57.833,-4.872,0,2.439,15.4,4.5,77.3,100,4,63800,292,82,0.501,35.2
9240,170,2024,0,95,33.028,1,0.708,0.5,0.2,126.9,56,4,78100,533,157,0.807,31
9240,170,2026,1,95,33.028,1,1.29,7.5,3.1,111.4,57,4,63400,533,157,0.807,31
9241,170,2024,0,70.088,8.116,1,1.743,5.9,2.6,95,137,6,73900,597,182,0.557,29.3
9241,170,2026,1,70.088,8.116,1,4.187,15.1,6.2,58.7,270,8,47100,597,182,0.557,29.3
9242,170,2024,0,52.703,-9.269,0,2.79,10.4,3,68.3,78,6,64100,297,77,0.473,18.1
9242,170,2026,1,52.703,-9.269,0,2.335,16.9,3.6,74.4,89,6,50600,297,77,0.473,18.1
9243,170,2024,0,61.741,-0.231,0,3.532,12.3,4.8,91.7,215,15,55100,844,268,0.612,28.9
9243,170,2026,1,61.741,-0.231,0,3.087,12.9,5.1,77.7,241,12,44000,844,268,0.612,28.9
9244,170,2024,0,68.307,6.335,1,1.525,12.1,3.6,84.3,179,14,76000,1253,345,0.601,22.8
9244,170,2026,1,68.307,6.335,1,3.262,22.9,7.2,74.8,412,11,52600,1253,345,0.601,22.8
9245,170,2024,0,52.064,-9.908,0,2.36,20.2,5.8,66.4,142,6,61700,454,125,0.425,18.3
9245,170,2026,1,52.064,-9.908,0,4.073,19.3,5.3,72,155,6,57000,454,125,0.425,18.3
9246,170,2024,0,69.105,7.133,1,1.774,10.9,2.1,83.7,111,3,65500,428,118,0.5,28.1
9246,170,2026,1,69.105,7.133,1,2.714,19.2,6.8,62.8,196,3,51200,428,118,0.5,28.1
9247,170,2024,0,50.781,-11.191,0,3.037,20.6,7,80.7,128,8,61800,404,110,0.502,25.3
9247,170,2026,1,50.781,-11.191,0,3.18,22,7.4,67.1,142,4,49400,404,110,0.502,25.3
9248,170,2024,0,44.32,-17.652,0,3.528,16.6,8.7,79.7,221,12,48700,727,196,0.401,20.3
9248,170,2026,1,44.32,-17.652,0,3.849,15.1,9.1,70.2,226,9,46800,727,196,0.401,20.3
9249,170,2024,0,36.946,-25.026,0,2.613,10.1,7.4,66,149,5,41500,489,126,0.396,20.5
9249,170,2026,1,36.946,-25.026,0,2.509,15.2,7.5,56.2,213,12,48900,489,126,0.396,20.5
9250,170,2024,0,41.211,-20.761,0,3.568,22.6,3.3,56.9,90,5,39200,307,88,0.493,15.4
9250,170,2026,1,41.211,-20.761,0,3.786,22.8,5.6,62.2,130,5,45300,307,88,0.493,15.4
9251,170,2024,0,63.994,2.022,1,2.608,10.5,4.5,85.4,70,1,67800,369,109,0.562,24.6
9251,170,2026,1,63.994,2.022,1,3.84,24.4,9.1,58.7,111,3,53200,369,109,0.562,24.6
9252,170,2024,0,45.235,-16.737,0,2.954,16.5,6.3,75.2,96,2,58300,293,75,0.446,21
9252,170,2026,1,45.235,-16.737,0,2.765,17.5,4.7,70.3,85,5,69700,293,75,0.446,21
9253,170,2024,0,67.114,5.142,1,2.094,10,4.1,95.7,75,3,69400,268,71,0.562,29
9253,170,2026,1,67.114,5.142,1,3.428,15.6,5.5,61.2,78,2,60300,268,71,0.562,29
9254,170,2024,0,59.106,-2.866,0,2.285,15.7,5.8,77.4,198,6,62400,479,135,0.475,19.9
9254,170,2026,1,59.106,-2.866,0,2.444,14.7,6,79.4,202,8,53800,479,135,0.475,19.9
9255,170,2024,0,74.612,12.64,1,1.487,8.7,1.2,83.8,48,3,68200,304,84,0.684,27.6
9255,170,2026,1,74.612,12.64,1,2.319,16.5,7.7,54.9,45,5,57300,304,84,0.684,27.6
9256,170,2024,0,36.862,-25.11,0,2.066,16.8,5.7,56.8,90,7,41800,442,135,0.528,23.2
9256,170,2026,1,36.862,-25.11,0,3.666,21.6,7.1,57.7,165,8,39200,442,135,0.528,23.2
9257,170,2024,0,54.624,-7.348,0,1.871,12,5.1,81.4,219,7,57200,692,189,0.505,22.4
9257,170,2026,1,54.624,-7.348,0,3.007,14.2,6.5,68.9,285,7,52300,692,189,0.505,22.4
9258,170,2024,0,68.436,6.464,1,2.04,8.8,3.2,87.3,163,2,61100,655,155,0.556,32.4
9258,170,2026,1,68.436,6.464,1,2.901,20.1,5.7,73.8,195,12,42900,655,155,0.556,32.4
9259,170,2024,0,40.515,-21.457,0,3.713,20.4,6.9,66.7,184,3,60900,475,135,0.363,15.8
9259,170,2026,1,40.515,-21.457,0,5.213,16.9,5.8,59,254,9,57200,475,135,0.363,15.8
9260,170,2024,0,14.58,-47.392,0,2.077,19.7,3,49.7,143,5,35500,338,92,0.239,10.7
9260,170,2026,1,14.58,-47.392,0,2.814,18.5,3.3,50.8,128,7,31400,338,92,0.239,10.7
9261,170,2024,0,70.885,8.913,1,1.699,7.3,2.9,92.3,33,1,70300,146,38,0.58,24.9
9261,170,2026,1,70.885,8.913,1,2.777,19.7,6.3,78.5,51,6,62800,146,38,0.58,24.9
9262,170,2024,0,56.345,-5.627,0,3.542,15.8,4.8,75.6,53,3,61900,222,64,0.543,25.2
9262,170,2026,1,56.345,-5.627,0,3.064,14.3,4.6,67.8,76,3,61900,222,64,0.543,25.2
9263,170,2024,0,32.015,-29.957,0,2.747,20.8,5.9,69.4,92,4,55200,298,78,0.307,26.6
9263,170,2026,1,32.015,-29.957,0,4.397,22.4,7.4,67.7,112,1,55800,298,78,0.307,26.6
9264,170,2024,0,54.064,-7.908,0,1.943,13.1,4.2,80.5,132,4,54600,439,113,0.473,18.3
9264,170,2026,1,54.064,-7.908,0,3.558,11.9,3.9,69.1,159,10,61000,439,113,0.473,18.3
9265,170,2024,0,70.471,8.499,1,1.287,7.9,4.7,84.1,100,4,83800,555,139,0.581,22.3
9265,170,2026,1,70.471,8.499,1,2.098,22.6,7.9,75,177,7,62100,555,139,0.581,22.3
9266,170,2024,0,58.43,-3.542,0,1.851,13,5.9,85.4,123,3,50800,607,177,0.526,21.4
9266,170,2026,1,58.43,-3.542,0,2.709,13.8,7.1,75.4,243,3,56600,607,177,0.526,21.4
9267,170,2024,0,54.73,-7.242,0,3.822,18.1,6.5,83.3,195,8,78600,782,209,0.562,26.1
9267,170,2026,1,54.73,-7.242,0,4.021,17.9,6.3,68.4,297,11,69300,782,209,0.562,26.1
9268,170,2024,0,82.778,20.806,1,1.403,5.2,2.7,104.9,75,3,57000,441,139,0.665,31.5
9268,170,2026,1,82.778,20.806,1,1.985,18.7,5.6,83.8,101,5,59800,441,139,0.665,31.5
9269,170,2024,0,73.018,11.046,1,2.176,8.7,4.8,98.9,197,10,81200,1047,311,0.551,26.6
9269,170,2026,1,73.018,11.046,1,2.096,15,7,73.3,415,12,54300,1047,311,0.551,26.6
9270,170,2024,0,52.162,-9.81,0,4.724,14.7,5.4,73.1,44,3,62600,211,58,0.427,28.2
9270,170,2026,1,52.162,-9.81,0,3.107,20,6.9,59.3,40,1,55000,211,58,0.427,28.2
9271,170,2024,0,49.132,-12.84,0,2.015,18.4,3.4,76.3,84,3,61100,327,91,0.513,17.7
9271,170,2026,1,49.132,-12.84,0,5.232,20.2,2,56.2,88,2,54100,327,91,0.513,17.7
9272,170,2024,0,60.404,-1.568,0,2.421,10.5,5.8,70.5,115,2,62200,559,159,0.522,23.7
9272,170,2026,1,60.404,-1.568,0,2.493,12.5,5.1,62.3,170,7,60100,559,159,0.522,23.7
9273,170,2024,0,15.285,-46.687,0,2.09,18.6,4.8,66.4,135,5,28400,580,136,0.163,18.8
9273,170,2026,1,15.285,-46.687,0,1.743,18.1,5.9,70.5,187,8,27500,580,136,0.163,18.8
9274,170,2024,0,57.938,-4.034,0,2.333,12.5,5.9,73.7,474,9,67100,1276,335,0.539,27.9
9274,170,2026,1,57.938,-4.034,0,4.291,15,5.5,72.4,568,16,65400,1276,335,0.539,27.9
9275,170,2024,0,49.386,-12.586,0,2.943,15.6,5,78.1,94,6,65000,425,111,0.439,22.5
9275,170,2026,1,49.386,-12.586,0,2.868,16.9,5.5,80.3,134,4,66000,425,111,0.439,22.5
9276,170,2024,0,48.82,-13.152,0,3.282,12.7,5.3,76.5,78,5,57600,246,70,0.38,18.7
9276,170,2026,1,48.82,-13.152,0,5.184,13,6.6,84.5,76,4,45100,246,70,0.38,18.7
9277,170,2024,0,49.479,-12.493,0,4.176,11.9,5.3,72.8,148,3,64700,410,115,0.468,17.6
9277,170,2026,1,49.479,-12.493,0,3.301,13.9,5.5,63.4,152,4,49900,410,115,0.468,17.6
9278,170,2024,0,60.244,-1.728,0,3.347,10.7,2.5,72.7,160,2,63500,493,121,0.548,26.8
9278,170,2026,1,60.244,-1.728,0,3.317,12.8,4.2,89.1,159,2,75000,493,121,0.548,26.8
9279,170,2024,0,56.816,-5.156,0,1.871,12.8,6.6,60.5,63,3,75500,342,92,0.501,23.3
9279,170,2026,1,56.816,-5.156,0,2.395,16,5.8,70.9,67,2,61500,342,92,0.501,23.3
9280,170,2024,0,52.291,-9.681,0,2.019,19.2,5.9,78.5,194,7,57800,456,114,0.507,21.5
9280,170,2026,1,52.291,-9.681,0,2.895,18.9,5.8,72.8,133,4,58000,456,114,0.507,21.5
9281,170,2024,0,48.207,-13.765,0,3.614,12.9,6.2,65.2,92,6,61500,349,98,0.358,18.8
9281,170,2026,1,48.207,-13.765,0,2.495,16.3,7.3,54.2,118,4,62700,349,98,0.358,18.8
9282,170,2024,0,46.064,-15.908,0,5.875,22.2,5,71.1,230,8,61900,763,203,0.467,24.5
9282,170,2026,1,46.064,-15.908,0,4.114,20.9,5.6,69.9,287,9,54900,763,203,0.467,24.5
9283,170,2024,0,48.193,-13.779,0,3.228,15.8,4.3,67.4,58,6,53200,244,64,0.519,29.3
9283,170,2026,1,48.193,-13.779,0,3.419,17.4,5.7,54.4,65,2,58200,244,64,0.519,29.3
9284,170,2024,0,60.909,-1.063,0,2.189,16.7,1.8,85.4,55,4,68100,213,58,0.613,25
9284,170,2026,1,60.909,-1.063,0,2.55,16.7,3.1,69.8,42,2,64800,213,58,0.613,25
9285,170,2024,0,75.707,13.735,1,1.428,6.5,4.2,97.5,45,5,73700,464,124,0.686,32
9285,170,2026,1,75.707,13.735,1,2.335,17.9,8.7,78.8,106,3,61500,464,124,0.686,32
9286,170,2024,0,74.008,12.036,1,1.808,15.8,1.2,99.7,112,8,61000,730,221,0.552,23
9286,170,2026,1,74.008,12.036,1,1.91,19.9,5.2,88.5,206,6,44900,730,221,0.552,23
9287,170,2024,0,62.203,0.231,1,1.83,11.9,2.7,73.3,162,9,58200,662,212,0.597,21.4
9287,170,2026,1,62.203,0.231,1,2.595,21.5,6.5,50.6,288,9,48100,662,212,0.597,21.4
9288,170,2024,0,37.594,-24.378,0,2.541,20.1,4.4,71,377,17,49500,771,252,0.42,19.2
9288,170,2026,1,37.594,-24.378,0,3.623,24.1,5.8,73.4,358,13,47100,771,252,0.42,19.2
9289,170,2024,0,77.96,15.988,1,1.735,10,2.6,101.6,59,1,67200,248,68,0.665,29.8
9289,170,2026,1,77.96,15.988,1,2.121,17.2,5.6,80.2,79,2,54600,248,68,0.665,29.8
9290,170,2024,0,78.409,16.437,1,1.291,3.6,2.2,102.9,49,1,67800,323,85,0.743,30.7
9290,170,2026,1,78.409,16.437,1,1.504,14.5,4.5,94.1,127,1,58300,323,85,0.743,30.7
9291,170,2024,0,58.69,-3.282,0,1.382,11.5,1.7,79.9,99,8,69100,430,121,0.534,21
9291,170,2026,1,58.69,-3.282,0,3.315,12.3,4.2,74.3,103,8,61900,430,121,0.534,21
9292,170,2024,0,73.687,11.715,1,1.295,8.2,3.8,98.4,92,3,86200,488,125,0.705,26.8
9292,170,2026,1,73.687,11.715,1,2.194,16.6,8.4,57.7,185,9,64800,488,125,0.705,26.8
9293,170,2024,0,65.774,3.802,1,1.324,12.4,6.6,84,163,5,66700,906,255,0.621,27.7
9293,170,2026,1,65.774,3.802,1,1.833,21.4,9.2,63.5,385,15,47900,906,255,0.621,27.7
9294,170,2024,0,76.846,14.874,1,1.936,6.1,4,82.8,70,3,74100,360,98,0.666,31.1
9294,170,2026,1,76.846,14.874,1,2.277,20.8,6,76.5,146,3,57900,360,98,0.666,31.1
9295,171,2024,0,47.766,-7.368,0,1.182,13.6,5.5,69.5,134,7,54200,338,84,0.521,18.1
9295,171,2026,1,47.766,-7.368,0,1.68,15.4,5.9,61.1,120,7,48000,338,84,0.521,18.1
9296,171,2024,0,58.739,3.605,1,1.375,11.5,2.7,86.4,122,11,61100,540,161,0.555,22.7
9296,171,2026,1,58.739,3.605,1,2.008,19.8,7.8,70.7,154,10,39500,540,161,0.555,22.7
9297,171,2024,0,37.272,-17.862,0,2.081,19.6,4.3,75.2,190,8,56800,533,139,0.423,17.4
9297,171,2026,1,37.272,-17.862,0,2.339,14.6,5.1,72.7,177,15,46700,533,139,0.423,17.4
9298,171,2024,0,55.318,0.184,1,1.857,12.2,3,78.4,37,4,53200,266,78,0.48,21.1
9298,171,2026,1,55.318,0.184,1,2.305,21.7,7.8,52.6,56,7,42700,266,78,0.48,21.1
9299,171,2024,0,55.07,-0.064,0,1.861,10,3.2,79.9,96,4,56000,295,86,0.42,18.1
9299,171,2026,1,55.07,-0.064,0,1.718,15.1,4.2,72.3,88,1,49200,295,86,0.42,18.1
9300,171,2024,0,69.768,14.634,1,1.991,5.8,3.7,75.9,63,8,67700,408,104,0.63,23.6
9300,171,2026,1,69.768,14.634,1,2.573,17.8,4.6,56.5,143,3,48800,408,104,0.63,23.6
9301,171,2024,0,56.256,1.122,1,1.94,11.3,4.2,82.8,67,1,53400,168,42,0.621,18.9
9301,171,2026,1,56.256,1.122,1,2.204,21.8,7.8,66.8,80,2,45000,168,42,0.621,18.9
9302,171,2024,0,37.014,-18.12,0,3.189,11.9,2.5,70.1,154,4,50100,329,87,0.307,17.3
9302,171,2026,1,37.014,-18.12,0,3.119,16.4,5.4,75,135,4,41600,329,87,0.307,17.3
9303,171,2024,0,31.503,-23.631,0,2.02,17.9,1.4,75.4,87,6,48200,204,57,0.333,11.5
9303,171,2026,1,31.503,-23.631,0,1.948,17.3,6,67,99,1,40700,204,57,0.333,11.5
9304,171,2024,0,48.626,-6.508,0,1.96,8.2,2.6,72.2,193,9,48200,672,202,0.367,24.7
9304,171,2026,1,48.626,-6.508,0,2.247,12,3.6,53.9,194,9,49400,672,202,0.367,24.7
9305,171,2024,0,62.244,7.11,1,1.534,11.5,4.5,71.5,30,3,50100,139,39,0.485,19.8
9305,171,2026,1,62.244,7.11,1,2.378,20,6.4,55.5,46,3,60600,139,39,0.485,19.8
9306,171,2024,0,46.714,-8.42,0,3.192,10.7,4.2,80.6,74,4,48200,394,116,0.466,24.2
9306,171,2026,1,46.714,-8.42,0,3.154,11.8,5.2,69,82,7,54500,394,116,0.466,24.2
9307,171,2024,0,36.824,-18.31,0,2.099,12.9,3.8,62.2,389,24,53500,894,238,0.429,15.9
9307,171,2026,1,36.824,-18.31,0,2.298,15,4.3,53.4,376,16,56600,894,238,0.429,15.9
9308,171,2024,0,38.778,-16.356,0,2.12,11.3,5,88.9,161,10,53700,554,154,0.458,21.6
9308,171,2026,1,38.778,-16.356,0,2.775,13.1,5.4,71.5,218,10,40500,554,154,0.458,21.6
9309,171,2024,0,41.177,-13.957,0,3.075,11.8,6.3,58.6,506,33,33200,1755,486,0.451,19.9
9309,171,2026,1,41.177,-13.957,0,2.994,14.3,5.9,59,638,30,40000,1755,486,0.451,19.9
9310,171,2024,0,62.926,7.792,1,1.603,6.5,3.7,81.5,106,7,69500,583,181,0.509,28.7
9310,171,2026,1,62.926,7.792,1,3.032,19,6.5,66.6,213,7,50100,583,181,0.509,28.7
9311,171,2024,0,20.278,-34.856,0,1.635,12,3.1,69,182,10,52000,518,135,0.328,8.2
9311,171,2026,1,20.278,-34.856,0,1.681,12.8,3.5,69.8,198,9,51100,518,135,0.328,8.2
9312,171,2024,0,47.81,-7.324,0,5.57,15.6,4.9,80.8,67,2,58700,214,55,0.524,18.1
9312,171,2026,1,47.81,-7.324,0,5.306,19.5,3.9,66.7,62,0,51200,214,55,0.524,18.1
9313,171,2024,0,56.457,1.323,1,3.761,10.3,3.9,69.8,79,3,54500,462,124,0.624,27.4
9313,171,2026,1,56.457,1.323,1,4.086,24.4,7.1,50.5,140,7,33200,462,124,0.624,27.4
9314,171,2024,0,71.607,16.473,1,1.704,3.7,4.4,87.2,37,4,65800,298,92,0.616,26.9
9314,171,2026,1,71.607,16.473,1,1.587,19.8,7,70,107,2,61600,298,92,0.616,26.9
9315,171,2024,0,57.841,2.707,1,1.483,6.1,4.2,69.3,177,13,62800,611,175,0.562,20.6
9315,171,2026,1,57.841,2.707,1,2.421,17.7,7.1,50.6,252,17,50200,611,175,0.562,20.6
9316,171,2024,0,32.535,-22.599,0,2.364,15.5,4.2,71.2,359,9,43800,769,219,0.344,17.4
9316,171,2026,1,32.535,-22.599,0,2.455,13.1,5.7,64.2,359,13,36500,769,219,0.344,17.4
9317,171,2024,0,49.27,-5.864,0,2.09,13.1,4.4,63.5,330,8,62600,797,220,0.412,19.2
9317,171,2026,1,49.27,-5.864,0,3.231,11.4,5.8,64.8,441,12,63000,797,220,0.412,19.2
9318,171,2024,0,62.043,6.909,1,2.387,14.6,1.8,72.3,80,6,58300,374,94,0.516,25.9
9318,171,2026,1,62.043,6.909,1,3.874,22,7.4,50.2,177,6,48500,374,94,0.516,25.9
9319,171,2024,0,76.501,21.367,1,1.308,3.6,0.2,92.2,107,11,87900,925,270,0.627,30.4
9319,171,2026,1,76.501,21.367,1,1.969,17.4,4.1,74.1,191,12,59800,925,270,0.627,30.4
9320,171,2024,0,53.344,-1.79,0,2.779,11.9,4,65.5,134,9,47600,454,127,0.536,21
9320,171,2026,1,53.344,-1.79,0,2.509,12.1,3.6,58.7,183,8,56300,454,127,0.536,21
9321,171,2024,0,43.177,-11.957,0,2.59,19.4,3.1,48.8,98,5,60900,626,169,0.502,16.7
9321,171,2026,1,43.177,-11.957,0,2.997,15.5,5.4,47.9,221,8,45800,626,169,0.502,16.7
9322,171,2024,0,52.229,-2.905,0,2.027,7.6,5.1,72.3,113,10,52500,461,142,0.46,25.7
9322,171,2026,1,52.229,-2.905,0,1.829,16,3.1,58.2,185,8,56700,461,142,0.46,25.7
9323,171,2024,0,61.691,6.557,1,1.896,14,2.9,71.6,105,3,52600,382,104,0.598,24.4
9323,171,2026,1,61.691,6.557,1,1.922,23.4,6,59.2,116,4,36000,382,104,0.598,24.4
9324,171,2024,0,49.307,-5.827,0,3.873,13,2.9,66.1,143,14,51100,578,172,0.532,19.4
9324,171,2026,1,49.307,-5.827,0,4.072,14,5.2,66.2,156,6,47800,578,172,0.532,19.4
9325,171,2024,0,42.986,-12.148,0,1.885,10.2,3.8,60.7,190,8,51000,443,117,0.437,24.1
9325,171,2026,1,42.986,-12.148,0,2.705,9.7,4.2,59.2,141,11,57800,443,117,0.437,24.1
9326,171,2024,0,58.152,3.018,1,1.961,13.7,3,74.6,347,19,65700,1276,342,0.571,19.9
9326,171,2026,1,58.152,3.018,1,2.578,21.7,4.8,59.5,449,18,39700,1276,342,0.571,19.9
9327,171,2024,0,53.404,-1.73,0,2.062,9,1.9,76.3,52,8,52100,206,56,0.427,36.9
9327,171,2026,1,53.404,-1.73,0,1.903,11.6,4.6,70.8,62,2,52400,206,56,0.427,36.9
9328,171,2024,0,32.267,-22.867,0,1.52,15.9,5.4,70.3,152,7,46400,361,106,0.33,18.8
9328,171,2026,1,32.267,-22.867,0,2.198,17.7,6.6,61,149,9,40500,361,106,0.33,18.8
9329,171,2024,0,52.264,-2.87,0,1.426,12.5,1.3,81.5,78,8,45500,325,88,0.56,18.4
9329,171,2026,1,52.264,-2.87,0,1.631,11,3.5,82.6,100,3,42800,325,88,0.56,18.4
9330,171,2024,0,54.532,-0.602,0,2.876,6.4,2.5,84.8,54,5,49400,232,70,0.528,27.3
9330,171,2026,1,54.532,-0.602,0,3.147,6.9,4.7,75.8,56,6,57500,232,70,0.528,27.3
9331,171,2024,0,55.198,0.064,1,1.761,8.3,4.4,80.3,66,2,66000,334,86,0.565,20.9
9331,171,2026,1,55.198,0.064,1,1.795,20.3,7.8,46.9,164,4,48200,334,86,0.565,20.9
9332,171,2024,0,51.984,-3.15,0,3.447,10.6,5.1,55.8,112,6,52000,332,85,0.516,31.2
9332,171,2026,1,51.984,-3.15,0,3.33,13.9,4.1,64.5,132,9,58300,332,85,0.516,31.2
9333,171,2024,0,51.305,-3.829,0,1.404,9.6,5.1,69.5,48,4,60800,235,67,0.534,23.1
9333,171,2026,1,51.305,-3.829,0,2.15,13.3,3.8,71.7,78,3,55100,235,67,0.534,23.1
9334,171,2024,0,46.866,-8.268,0,2.168,15.2,2,69.3,160,5,51800,470,129,0.391,19.1
9334,171,2026,1,46.866,-8.268,0,3.216,15,2.3,78.4,200,9,48400,470,129,0.391,19.1
9335,171,2024,0,42.962,-12.172,0,2.615,8.5,2.4,59.5,257,11,48000,520,187,0.471,19.1
9335,171,2026,1,42.962,-12.172,0,3.655,14.4,3.2,55.4,247,9,44500,520,187,0.471,19.1
9336,171,2024,0,24.384,-30.75,0,2.363,17.5,4.6,63.5,171,8,39500,437,119,0.269,14.1
9336,171,2026,1,24.384,-30.75,0,3.871,16,5.7,54.7,226,8,36200,437,119,0.269,14.1
9337,171,2024,0,51.872,-3.262,0,1.839,15.9,3.3,67.8,76,7,51200,367,94,0.472,34.3
9337,171,2026,1,51.872,-3.262,0,1.72,13.9,3.3,64,78,2,43800,367,94,0.472,34.3
9338,171,2024,0,10.642,-44.492,0,1.213,10.7,5.4,63.6,40,3,27800,90,23,0.163,10.3
9338,171,2026,1,10.642,-44.492,0,1.198,10.7,5.1,57.5,37,3,29500,90,23,0.163,10.3
9339,171,2024,0,48.199,-6.935,0,3.65,11.1,4.8,69.4,177,8,63600,655,194,0.594,24.7
9339,171,2026,1,48.199,-6.935,0,3.811,14.8,5.4,63.3,117,5,59000,655,194,0.594,24.7
9340,171,2024,0,46.655,-8.479,0,1.764,12.1,3.9,73.4,71,2,59700,218,58,0.362,34.8
9340,171,2026,1,46.655,-8.479,0,2.992,17.8,4.8,64,48,5,59400,218,58,0.362,34.8
9341,171,2024,0,65.78,10.646,1,2.715,11.9,1.4,90.1,137,7,59800,585,157,0.58,23.4
9341,171,2026,1,65.78,10.646,1,1.839,20.4,4.5,68.4,249,8,46100,585,157,0.58,23.4
9342,171,2024,0,61.175,6.041,1,1.271,10.4,1,82.1,112,4,59600,396,114,0.575,22.8
9342,171,2026,1,61.175,6.041,1,2.06,20.2,3.6,75.5,147,8,34000,396,114,0.575,22.8
9343,171,2024,0,68.601,13.467,1,1.924,4.5,1,87.3,159,9,63500,928,262,0.618,42.3
9343,171,2026,1,68.601,13.467,1,2.558,11.8,4.9,71.3,252,18,52500,928,262,0.618,42.3
9344,171,2024,0,37.827,-17.307,0,2.257,12.7,5,69.7,142,12,44100,719,194,0.341,19.5
9344,171,2026,1,37.827,-17.307,0,2.005,15.3,4.1,64.7,203,12,47800,719,194,0.341,19.5
9345,171,2024,0,53.391,-1.743,0,2.081,10.5,2.7,74.5,54,2,55000,204,57,0.532,19.4
9345,171,2026,1,53.391,-1.743,0,2.937,12.2,4.2,68.6,60,2,50800,204,57,0.532,19.4
9346,171,2024,0,64.658,9.524,1,1.551,9.4,3.5,71.6,71,7,67900,414,120,0.586,30.7
9346,171,2026,1,64.658,9.524,1,1.904,18.3,5.6,53.5,137,8,52300,414,120,0.586,30.7
9347,171,2024,0,89.08,33.946,1,0.948,0.5,0.5,107.3,52,4,70100,405,124,0.707,38.3
9347,171,2026,1,89.08,33.946,1,1.136,8.3,3.8,93.5,113,3,56500,405,124,0.707,38.3
9348,171,2024,0,64.287,9.153,1,1.396,9.9,2.4,74,50,5,63600,337,101,0.655,25
9348,171,2026,1,64.287,9.153,1,2.039,17.1,6.3,60.5,92,5,46000,337,101,0.655,25
9349,172,2024,0,23.98,-36.484,0,3.829,16.2,5.1,73.4,57,3,46000,206,54,0.295,13.5
9349,172,2026,1,23.98,-36.484,0,5.097,18.7,6.4,59.9,59,5,50900,206,54,0.295,13.5
9350,172,2024,0,30.624,-29.84,0,4.481,11.3,5.1,66.3,123,13,55600,828,226,0.314,29
9350,172,2026,1,30.624,-29.84,0,4.622,9.9,6.6,59.4,220,21,61500,828,226,0.314,29
9351,172,2024,0,38.984,-21.48,0,4.526,13.1,3.6,74,99,3,49300,230,67,0.448,20.6
9351,172,2026,1,38.984,-21.48,0,4.701,12.1,3.9,68.2,70,5,51900,230,67,0.448,20.6
9352,172,2024,0,76.419,15.955,1,2.038,6.4,0.7,113.6,86,3,68200,751,189,0.613,36.1
9352,172,2026,1,76.419,15.955,1,2.648,19.2,3.1,92.3,168,8,58400,751,189,0.613,36.1
9353,172,2024,0,63.859,3.395,1,4.044,2.4,3.1,78.8,63,5,62800,276,81,0.561,27.5
9353,172,2026,1,63.859,3.395,1,6.154,17.2,6,65.6,81,5,51600,276,81,0.561,27.5
9354,172,2024,0,25.61,-34.854,0,1.887,12.4,7.1,62.4,225,9,33800,703,210,0.314,11.8
9354,172,2026,1,25.61,-34.854,0,2.612,14.1,5.1,59.9,250,14,43200,703,210,0.314,11.8
9355,172,2024,0,87.924,27.46,1,1.875,3.2,1.2,113.8,11,1,67800,168,44,0.815,38.1
9355,172,2026,1,87.924,27.46,1,1.83,15.4,4.7,82.1,24,1,41100,168,44,0.815,38.1
