"persona_id","anio","comuna","pos_x_km","pos_y_km","satisfaccion_vida","ice","formal","cotiza_ss","horas_sem","ingreso_lab","edad","mujer","educ_anios","estrato","s_comercio","s_manufactura","s_construccion","s_alojamiento","s_transporte","s_serv_domestico","s_salud_educ","s_finanzas_prof","g_comercio","g_manufactura","g_construccion","g_alojamiento","g_transporte","g_serv_domestico","g_salud_educ","g_finanzas_prof"
2284,2023,4,7.006,5.456,7,47.6,1,1,36,1110000,39,0,4,2,0.146,0.0142,0.0564,0.1338,0.083,0.0498,0.2354,0.2814,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2285,2023,13,5.458,10.835,7,37.8,0,0,37,1160000,62,1,3,1,0.2332,0.3253,0.0063,0.1441,0.0915,0.0501,0.1223,0.0272,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2286,2023,1,0.791,5.003,8,50.6,0,0,51,650000,39,1,2,1,0.3379,0.0325,0.0675,0.21,0.0154,0.2312,0.0417,0.0638,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2287,2023,1,0.714,8.263,5,44.9,0,0,53,1280000,41,0,1,1,0.2457,0.1371,0.0338,0.16,0.0431,0.2363,0.0736,0.0704,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2288,2023,22,6.814,12.33,9,72.3,1,1,44,2370000,55,0,7,1,0.2524,0.3936,0.0301,0.0756,0.0776,0.0548,0.0705,0.0454,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2289,2023,22,2.004,14.8,8,44.4,0,1,47,800000,39,0,3,1,0.0815,0.6596,0.0235,0.0485,0.0481,0.1034,0.0145,0.0209,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2290,2023,22,1.333,12.262,8,33.4,0,0,52,950000,27,0,4,2,0.0925,0.624,0.0095,0.0625,0.0192,0.1498,0.0148,0.0277,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2291,2023,22,1.923,14.563,4,42.5,0,0,51,690000,43,0,7,1,0.0349,0.8164,0.0046,0.0259,0.0137,0.0703,0.0071,0.0271,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2292,2023,8,11.009,5.173,9,58.9,1,1,46,1070000,34,1,11,2,0.3074,0.0081,0.1942,0.1368,0.1179,0.0281,0.0991,0.1084,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2293,2023,20,1.886,10.174,7,43,0,0,36,700000,60,1,7,2,0.4055,0.2261,0.0186,0.0614,0.022,0.1659,0.0641,0.0364,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2294,2023,4,8.875,3.114,6,51.7,0,1,38,1110000,52,1,11,3,0.0634,0.0264,0.3527,0.106,0.0941,0.0257,0.243,0.0887,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2295,2023,13,4.235,10.769,7,43.1,0,0,50,850000,18,0,5,1,0.1609,0.5043,0.0205,0.1029,0.0672,0.048,0.0282,0.068,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2296,2023,19,5.594,11.574,8,51.9,1,1,58,1050000,28,0,13,3,0.1335,0.4378,0.0464,0.0766,0.1144,0.0667,0.0779,0.0467,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2297,2023,5,6.346,11.162,6,35.9,0,1,50,1070000,20,0,4,1,0.5461,0.1409,0.0409,0.0272,0.0874,0.0857,0.0274,0.0444,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2298,2023,22,0.2,12.546,8,43.4,0,0,50,830000,34,0,5,1,0.0394,0.7735,0.0027,0.0452,0.014,0.0836,0.0263,0.0153,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2299,2023,5,2.923,12.374,6,46.5,0,0,34,1850000,38,1,9,1,0.1594,0.5381,0.0199,0.0535,0.0399,0.1041,0.043,0.0421,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2300,2023,20,3.823,11.714,8,51.3,1,0,52,1190000,33,0,6,1,0.2525,0.3888,0.0137,0.0907,0.0805,0.0462,0.0648,0.0628,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2301,2023,6,4.521,12.249,8,39.9,0,1,57,500000,36,1,7,1,0.1896,0.7226,0.0027,0.0219,0.013,0.0161,0.0124,0.0217,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2302,2023,1,4.31,8.189,9,60.3,1,0,39,980000,40,1,5,2,0.3961,0.1007,0.0539,0.1267,0.0389,0.0749,0.1446,0.0642,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2303,2023,16,4.479,12.65,8,45.2,1,0,41,910000,35,1,5,1,0.0839,0.7757,0.0038,0.0151,0.0278,0.0299,0.0475,0.0163,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2304,2023,7,4.547,7.821,8,56.4,0,0,49,1210000,56,0,13,3,0.2323,0.0689,0.0167,0.1009,0.1099,0.2769,0.0921,0.1023,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2305,2023,12,6.837,2.123,8,55,0,1,49,1650000,32,1,16,5,0.0512,0.0028,0.2809,0.0458,0.0191,0.0278,0.3967,0.1757,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2306,2023,11,4.635,9.698,5,27.2,0,0,39,630000,36,0,4,1,0.5215,0.1952,0.0156,0.0605,0.0348,0.0473,0.0572,0.0679,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2307,2023,18,1.477,10.822,10,67,1,1,40,960000,56,0,14,3,0.3722,0.2141,0.0146,0.0503,0.018,0.2297,0.0675,0.0336,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2308,2023,20,2.302,12.781,8,55,1,1,41,570000,38,0,7,1,0.2495,0.3706,0.0095,0.1251,0.0353,0.1189,0.0236,0.0675,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2309,2023,20,2.379,9.283,7,61.8,1,1,39,2090000,54,0,9,3,0.5999,0.1206,0.0331,0.0849,0.0117,0.1002,0.0235,0.0261,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2310,2023,5,6.099,12.962,6,54.8,0,1,36,1290000,22,0,8,2,0.1417,0.6305,0.0152,0.032,0.1342,0.0214,0.0108,0.0142,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2311,2023,20,0.481,11.705,9,45.2,0,0,43,780000,39,0,10,1,0.2649,0.3638,0.0338,0.1129,0.0284,0.0797,0.0446,0.0719,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2312,2023,5,6.878,13.12,6,59.2,1,1,37,990000,70,1,12,1,0.1788,0.5392,0.0416,0.1116,0.044,0.0299,0.0334,0.0215,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2313,2023,6,2.387,11.308,8,47.4,1,1,44,1300000,38,0,5,2,0.3131,0.297,0.0069,0.1126,0.0297,0.1391,0.0697,0.0319,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2314,2023,10,2.478,6.203,8,32.6,0,0,37,640000,59,1,8,2,0.1729,0.0396,0.0291,0.1114,0.0243,0.3207,0.2384,0.0636,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2315,2023,22,0.906,12.583,5,21,0,0,48,760000,39,1,1,1,0.2424,0.3797,0.0196,0.027,0.0527,0.2194,0.0394,0.0198,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2316,2023,12,6.896,4.365,8,56.3,0,1,39,1030000,55,1,7,3,0.1971,0.0083,0.1037,0.1214,0.0349,0.0267,0.3869,0.121,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2317,2023,10,2.486,4.68,8,58.1,0,1,47,780000,39,0,11,4,0.2705,0.0119,0.0331,0.1266,0.0093,0.4225,0.0653,0.0608,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2318,2023,7,5.376,11.643,9,55.5,1,1,37,1190000,35,1,10,1,0.2076,0.5635,0.0157,0.0368,0.0624,0.0412,0.0249,0.0479,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2319,2023,5,8.705,14.43,8,46.9,1,0,43,510000,47,1,10,1,0.2904,0.2472,0.0732,0.0804,0.172,0.0504,0.0412,0.0452,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2320,2023,19,8.254,9.746,7,39.5,0,0,33,1190000,32,1,3,1,0.1936,0.1103,0.0656,0.054,0.3914,0.0317,0.0691,0.0843,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2321,2023,20,2.613,7.957,7,29.5,0,0,45,1340000,33,1,7,1,0.2297,0.2149,0.0182,0.1256,0.0461,0.1892,0.1432,0.0331,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2322,2023,13,6.547,12.499,6,29.9,0,0,58,530000,27,0,3,1,0.2156,0.1853,0.0272,0.1199,0.2046,0.0442,0.1217,0.0815,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2323,2023,14,6.311,10.543,10,53.4,1,1,51,790000,25,1,10,2,0.3915,0.0936,0.0351,0.1107,0.1912,0.0226,0.0378,0.1175,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2324,2023,4,6.407,6.456,10,69.7,1,1,37,1110000,30,0,9,3,0.1743,0.0152,0.1013,0.251,0.0694,0.0922,0.1204,0.1762,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2325,2023,4,5.611,5.006,10,64.7,1,1,52,3720000,18,1,10,5,0.1005,0.0172,0.1338,0.2155,0.0323,0.0796,0.2514,0.1697,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2326,2023,16,6.714,12.165,8,44.5,0,1,46,1660000,24,1,7,1,0.2095,0.3745,0.034,0.0925,0.1444,0.0462,0.0365,0.0624,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2327,2023,14,6.042,9.151,6,49.7,0,1,41,750000,55,1,8,2,0.4393,0.14,0.0179,0.0944,0.0847,0.1034,0.0587,0.0616,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2328,2023,9,8.46,11.936,9,46.2,0,0,47,2370000,35,1,9,1,0.1634,0.4366,0.0164,0.1133,0.1323,0.0665,0.0229,0.0486,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2329,2023,22,0.556,14.583,7,43.8,0,0,41,1200000,57,1,9,1,0.2053,0.4853,0.0073,0.0721,0.0917,0.0603,0.0143,0.0637,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2330,2023,5,5.867,12.509,7,63.6,1,1,28,1990000,42,0,7,2,0.3518,0.4566,0.0106,0.0207,0.0419,0.0359,0.0498,0.0327,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2331,2023,10,0.2,2.773,5,37.1,0,0,45,680000,48,0,4,1,0.07,0.0207,0.0194,0.1981,0.0148,0.5238,0.0976,0.0556,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2332,2023,22,0.2,11.677,6,45.2,0,1,51,980000,45,1,10,3,0.1718,0.5274,0.0097,0.0383,0.0118,0.156,0.0303,0.0547,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2333,2023,19,6.661,14.54,6,47.9,0,1,48,1220000,48,0,11,1,0.1226,0.7513,0.0082,0.0158,0.047,0.0106,0.0138,0.0307,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2334,2023,22,2.309,14.685,7,34.3,0,0,52,930000,21,1,10,1,0.1418,0.7414,0.005,0.0205,0.0193,0.0251,0.0235,0.0234,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2335,2023,18,0.25,11.909,7,54.4,1,1,47,1040000,50,0,9,1,0.1457,0.4455,0.0247,0.0698,0.0541,0.123,0.099,0.0382,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2336,2023,5,6.664,11.329,6,29,0,0,42,920000,37,1,5,1,0.1394,0.399,0.0394,0.1079,0.1407,0.0651,0.061,0.0475,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2337,2023,16,3.701,12.582,6,48.2,1,0,36,670000,47,0,5,2,0.3159,0.2956,0.0112,0.0933,0.0618,0.037,0.1026,0.0826,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2338,2023,17,6.226,6.208,9,55.9,0,1,44,830000,46,0,13,6,0.3288,0.0287,0.0263,0.1617,0.0445,0.0466,0.178,0.1854,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2339,2023,22,0.261,12.93,6,37.7,0,1,53,1310000,26,0,5,1,0.2889,0.3405,0.0237,0.0882,0.0387,0.1155,0.0643,0.0402,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2340,2023,22,0.2,12.564,6,39.2,0,0,44,1330000,55,1,4,1,0.1497,0.4321,0.011,0.0531,0.0426,0.2006,0.0414,0.0695,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2341,2023,12,5.221,4.794,8,55,0,1,46,1990000,21,0,12,4,0.1128,0.0131,0.0896,0.1237,0.0114,0.0712,0.44,0.1382,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2342,2023,22,0.672,14.8,7,39.4,0,0,43,830000,42,1,4,1,0.2008,0.5858,0.0028,0.0669,0.0264,0.0749,0.0189,0.0235,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2343,2023,5,6.349,13.172,7,38.1,0,0,43,1260000,40,0,7,1,0.1087,0.6408,0.0114,0.0248,0.1287,0.0187,0.0279,0.039,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2344,2023,22,2.264,13.45,7,33.2,0,0,38,950000,25,1,6,1,0.2847,0.539,0.0062,0.0358,0.0287,0.0393,0.0185,0.0478,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2345,2023,14,11.036,10.439,7,33.3,0,0,47,560000,36,1,7,1,0.214,0.1219,0.1239,0.0947,0.3237,0.0181,0.0479,0.0558,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2346,2023,11,5.796,10.481,5,46.9,0,0,46,1570000,32,1,11,3,0.4059,0.2874,0.0281,0.1001,0.0318,0.0832,0.0198,0.0437,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2347,2023,16,3.582,13.01,7,43.7,1,1,45,1050000,36,0,5,2,0.0476,0.8147,0.0034,0.0354,0.0246,0.0355,0.0259,0.0129,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2348,2023,17,11.292,8.729,7,55.6,0,1,45,1540000,42,1,11,2,0.2059,0.024,0.0953,0.2083,0.1954,0.0155,0.058,0.1976,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2349,2023,8,8.017,5.149,9,49.1,0,0,42,1880000,43,1,8,4,0.0791,0.0215,0.2405,0.1971,0.0799,0.046,0.1442,0.1917,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2350,2023,22,1.262,14.116,7,42.3,0,1,59,920000,27,0,7,1,0.1379,0.7117,0.0142,0.0356,0.0495,0.0361,0.0072,0.0078,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2351,2023,22,0.758,13.062,7,45.2,0,1,43,1010000,36,1,6,1,0.2111,0.627,0.0044,0.0316,0.0102,0.0342,0.0453,0.0362,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2352,2023,22,2.517,12.966,8,39.9,1,0,49,680000,31,1,4,1,0.1948,0.6239,0.0125,0.0509,0.022,0.0314,0.026,0.0385,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2353,2023,5,4.983,11.082,7,52.2,0,0,37,1010000,43,1,10,4,0.2473,0.4155,0.0191,0.0562,0.0741,0.0673,0.1016,0.0189,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2354,2023,18,0.689,11.647,9,53.5,1,0,50,880000,42,1,8,1,0.2957,0.5161,0.0161,0.0388,0.024,0.0704,0.0181,0.0208,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2355,2023,2,9.618,11.277,9,48.6,1,0,48,740000,28,0,9,1,0.2932,0.1762,0.0447,0.125,0.2157,0.034,0.0449,0.0663,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2356,2023,9,5.124,10.995,9,55.3,0,0,39,550000,33,0,8,2,0.3613,0.3484,0.0086,0.0696,0.0482,0.0322,0.0561,0.0756,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2357,2023,22,2.387,10.247,7,54.2,1,1,49,1470000,49,1,11,2,0.1966,0.4076,0.0277,0.0896,0.0233,0.1259,0.0893,0.04,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2358,2023,3,9.275,9.014,7,47,1,0,55,1390000,27,1,7,1,0.3036,0.0558,0.0472,0.1038,0.2584,0.0305,0.0653,0.1354,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2359,2023,20,1.552,10.014,7,45.5,0,0,48,1250000,56,0,14,2,0.2382,0.1954,0.0141,0.1261,0.0264,0.1759,0.059,0.1649,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2360,2023,20,0.2,8.819,8,52.1,0,0,45,990000,49,0,8,1,0.2283,0.17,0.0082,0.074,0.0258,0.4038,0.0635,0.0264,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2361,2023,4,8.192,5.192,7,67.7,1,1,42,710000,22,1,5,4,0.082,0.0085,0.2118,0.1071,0.0436,0.0332,0.2781,0.2357,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2362,2023,8,10.431,4.676,8,38.1,0,0,45,1220000,38,0,8,3,0.1997,0.01,0.299,0.0805,0.0732,0.0151,0.1739,0.1486,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2363,2023,20,5.601,9.12,9,44.7,0,0,48,1020000,31,1,8,3,0.3125,0.138,0.0618,0.042,0.2926,0.051,0.0385,0.0636,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2364,2023,11,7.151,8.607,8,32.4,0,1,43,830000,24,1,4,3,0.497,0.047,0.0833,0.139,0.0656,0.043,0.0679,0.0572,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2365,2023,10,0.2,3.736,6,44.6,0,0,50,1130000,38,0,7,3,0.1684,0.0217,0.0771,0.0817,0.0223,0.3452,0.1757,0.1079,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2366,2023,15,6.546,10.1,7,48.9,0,0,42,1530000,41,1,12,4,0.4301,0.0648,0.0237,0.1206,0.2332,0.0264,0.0358,0.0654,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2367,2023,11,5.954,10.634,7,46.7,0,1,45,1030000,32,0,4,1,0.4401,0.2035,0.0353,0.0373,0.0615,0.1048,0.0462,0.0713,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2368,2023,2,9.104,11.199,7,35.9,0,0,43,1630000,35,1,6,1,0.2861,0.2253,0.0558,0.0978,0.1696,0.0911,0.0192,0.0551,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2369,2023,10,2.429,4.096,6,40.8,0,0,45,1820000,25,1,12,3,0.1741,0.0179,0.0686,0.0955,0.0785,0.299,0.164,0.1024,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2370,2023,22,3.751,11.339,6,24.7,0,0,50,1440000,51,0,1,1,0.3516,0.3639,0.0073,0.048,0.0239,0.1262,0.017,0.0621,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2371,2023,5,4.565,13.992,7,47.3,0,1,49,910000,31,0,1,1,0.182,0.596,0.0098,0.0491,0.0258,0.0842,0.032,0.0211,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2372,2023,8,10.318,3.395,8,55.2,0,1,50,450000,39,0,13,3,0.0574,0.0034,0.674,0.0215,0.0393,0.0069,0.0945,0.103,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2373,2023,20,0.478,10.115,7,37.6,0,0,48,1090000,45,1,5,3,0.1385,0.2176,0.0124,0.1079,0.0129,0.3013,0.1299,0.0795,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2374,2023,11,8.654,8.761,9,60.2,1,1,35,890000,54,0,10,3,0.138,0.0582,0.0742,0.2399,0.1745,0.06,0.0913,0.1639,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2375,2023,6,1.255,11.099,6,37.1,0,0,52,830000,37,1,5,1,0.2001,0.3272,0.0285,0.0748,0.0573,0.1906,0.0841,0.0374,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2376,2023,7,2.944,8.536,8,60.2,1,1,38,2030000,59,1,10,2,0.3002,0.117,0.045,0.0754,0.0234,0.2211,0.1065,0.1114,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2377,2023,12,3.842,5.002,7,46.9,0,0,48,1580000,18,0,14,4,0.238,0.0194,0.0921,0.0718,0.047,0.1908,0.2102,0.1307,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2378,2023,20,0.2,7.728,7,31.7,0,0,52,810000,23,1,4,1,0.1626,0.042,0.0219,0.0638,0.0193,0.4134,0.1301,0.1469,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2379,2023,10,0.925,4.192,10,65.7,1,1,43,3800000,46,0,16,3,0.1886,0.0358,0.0326,0.1955,0.0117,0.2137,0.2322,0.0899,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2380,2023,20,1.746,8.512,8,53.6,0,1,46,2000000,61,0,12,3,0.2861,0.0889,0.0113,0.0382,0.0297,0.4388,0.068,0.039,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2381,2023,10,2.369,3.628,8,47.1,0,1,34,3280000,27,0,9,3,0.1221,0.0169,0.0408,0.1345,0.0091,0.2865,0.1862,0.2039,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2382,2023,7,6.499,9.189,7,47.9,0,1,42,2110000,44,1,10,4,0.2555,0.2165,0.0646,0.0666,0.057,0.1244,0.0633,0.1521,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2383,2023,8,7.434,2.927,8,38.9,0,0,43,2000000,43,0,6,2,0.0488,0.0067,0.421,0.0488,0.0743,0.0352,0.2413,0.1239,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2384,2023,7,6.172,8.972,8,48.8,0,1,56,1230000,35,0,10,3,0.5692,0.04,0.0154,0.0825,0.0669,0.0433,0.0984,0.0843,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2385,2023,8,9.354,3.021,8,54.3,1,1,44,1200000,30,0,8,2,0.1187,0.0159,0.3332,0.0847,0.081,0.0294,0.1758,0.1613,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2386,2023,22,5.844,14.098,6,33,0,0,40,830000,45,1,9,2,0.1211,0.6575,0.0083,0.0569,0.0678,0.0408,0.0257,0.0219,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2387,2023,16,2.766,10.863,8,60.4,0,1,46,4020000,70,0,12,3,0.1482,0.4946,0.0159,0.0784,0.0419,0.0508,0.063,0.1072,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2388,2023,20,0.2,9.766,7,41.6,0,0,42,1170000,35,1,7,1,0.3147,0.1527,0.0282,0.0739,0.0317,0.2991,0.0574,0.0423,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2389,2023,10,0.2,4.227,5,30.8,0,0,44,1050000,19,0,7,2,0.1457,0.0287,0.0788,0.0616,0.0137,0.4848,0.1248,0.0619,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2390,2023,19,7.828,13.931,9,45,0,0,43,1730000,57,0,10,1,0.1905,0.6258,0.0126,0.0313,0.0679,0.022,0.0307,0.0192,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2391,2023,14,7.821,11.443,9,56.5,0,1,55,870000,61,1,9,1,0.2724,0.1738,0.013,0.0374,0.3192,0.0246,0.0144,0.1452,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2392,2023,21,2.558,6.496,9,66.2,1,1,31,1370000,28,0,11,4,0.1854,0.0501,0.0186,0.1297,0.0602,0.2218,0.0927,0.2415,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2393,2023,8,11.569,4.52,7,51.4,1,1,39,1150000,33,1,8,1,0.1277,0.0047,0.4457,0.0435,0.0943,0.0369,0.0797,0.1675,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2394,2023,20,0.991,9.509,9,54.5,1,0,46,780000,41,1,6,1,0.2129,0.2176,0.0141,0.1314,0.0211,0.2932,0.0572,0.0525,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2395,2023,19,9.62,11.124,7,33,0,0,46,420000,36,0,2,1,0.3552,0.0878,0.0804,0.119,0.2324,0.0499,0.0276,0.0477,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2396,2023,15,5.938,9.492,10,55.5,0,0,36,880000,44,0,9,3,0.4172,0.0698,0.0271,0.1126,0.1439,0.0381,0.0374,0.1539,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2397,2023,6,3.763,12.272,9,61.9,1,1,44,2600000,44,0,10,2,0.1085,0.7561,0.0038,0.0328,0.0211,0.0282,0.0245,0.025,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2398,2023,2,8.641,11.647,6,47.7,1,1,39,800000,32,1,6,1,0.2594,0.1695,0.045,0.0523,0.3442,0.0459,0.0498,0.0339,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2399,2023,17,8.27,8.133,7,46,0,0,48,1160000,52,0,11,4,0.4059,0.0373,0.0705,0.0592,0.3079,0.0172,0.0668,0.0352,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2400,2023,22,3.309,13.379,6,59.6,1,1,44,3250000,52,1,10,1,0.1932,0.704,0.0064,0.0187,0.0259,0.02,0.0239,0.0079,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2401,2023,9,5.373,7.752,8,53,0,0,47,1070000,29,0,8,2,0.3974,0.0629,0.0472,0.078,0.0907,0.1488,0.0585,0.1165,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2402,2023,16,5.174,11.485,9,64.7,1,1,49,1400000,38,0,8,1,0.427,0.296,0.0129,0.0894,0.0805,0.0571,0.0195,0.0176,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2403,2023,6,1.796,10.368,9,49.6,1,0,46,800000,21,0,9,1,0.4794,0.2063,0.0093,0.0502,0.0186,0.1096,0.0324,0.0942,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2404,2023,17,9.011,5.906,9,41,0,0,53,1080000,50,1,9,2,0.1936,0.0302,0.095,0.1133,0.1183,0.0565,0.1359,0.2572,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2405,2023,20,1.875,12.143,7,53.5,0,0,45,1190000,24,1,9,2,0.1644,0.6072,0.0152,0.0298,0.0158,0.1079,0.032,0.0277,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2406,2023,18,1.092,10.765,6,44.4,0,0,45,1610000,58,1,8,1,0.2357,0.3747,0.0226,0.1697,0.0268,0.119,0.0298,0.0217,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2407,2023,13,9.605,10.321,9,36.3,0,0,37,740000,21,0,0,2,0.2844,0.1068,0.0564,0.1804,0.1704,0.0248,0.1067,0.0701,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
2408,2023,5,4.929,13.856,6,50.3,1,1,42,710000,40,1,8,1,0.2444,0.6338,0.0078,0.022,0.0388,0.0198,0.018,0.0154,1.5,0.8,-2.5,4.5,2,0.5,2.8,2.5
